CityPart,MaxFloor,Area,Rooms,Bedrooms,LastFloor,Floor,PRICE (GEL),Status,Electrical Points,Condition,Heating,Natural Gas,Bed,Stove (Gas/Electric),Table,Refrigerator,Chairs,Oven,Air Conditioner,Washing Machine,Sofa,Dishwasher
Mtatsmindaze,2.0,50.0,2.0,1.0,1.0,2.0,372051.0,Newly Constructed,,,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,23.0,86.0,3.0,2.0,0.0,21.0,619180.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,0,1,1,0,1,1
Veraze,2.0,30.0,1.0,1.0,0.0,1.0,146648.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Gldanshi,10.0,50.0,2.0,1.0,0.0,6.0,181952.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vashlijvarshi,17.0,80.0,3.0,2.0,0.0,5.0,361188.0,Old Constructed,1.0,Old Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Mtatsmindaze,2.0,45.0,2.0,1.0,1.0,2.0,366620.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Ortachalashi,31.0,78.0,3.0,2.0,0.0,13.0,366620.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Saburtaloze,12.0,70.0,2.0,1.0,0.0,7.0,380198.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,17.0,60.0,3.0,2.0,1.0,17.0,257992.0,Under Construction,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,20.0,135.0,4.0,3.0,0.0,12.0,814710.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Saburtaloze,17.0,166.0,2.0,1.0,0.0,16.0,592023.0,Newly Constructed,1.0,,,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,13.0,54.5,2.0,1.0,0.0,7.0,140945.0,Newly Constructed,2.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Nutsubidzis Ferdobze,13.0,54.0,2.0,1.0,0.0,11.0,279717.0,Old Constructed,1.0,Newly Renovated,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,15.0,105.0,4.0,3.0,0.0,10.0,475248.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Saburtaloze,15.0,90.0,3.0,2.0,0.0,14.0,353041.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,0,1,1,1,0,1,1
Nutsubidzis Ferdobze,14.0,37.0,2.0,1.0,0.0,11.0,168373.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,19.0,117.0,4.0,,1.0,19.0,515983.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,14.0,74.3,3.0,2.0,0.0,5.0,263423.0,Old Constructed,2.0,Needs Renovation,,0.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,20.0,74.0,2.0,1.0,0.0,7.0,377482.0,Newly Constructed,3.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Gldanshi,10.0,65.0,3.0,2.0,0.0,2.0,234908.0,Newly Constructed,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Sololakshi,2.0,128.0,4.0,3.0,1.0,2.0,706082.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Vakeshi,7.0,420.0,4.0,3.0,0.0,6.0,1412164.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Krtsanisshi,8.0,57.2,2.0,1.0,0.0,7.0,170872.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Lisze,10.0,60.0,2.0,1.0,0.0,2.0,234908.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Saburtaloze,19.0,132.0,4.0,3.0,1.0,19.0,706082.0,Newly Constructed,1.0,Green Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Gldanshi,20.0,71.0,3.0,2.0,0.0,19.0,225403.0,Old Constructed,1.0,Old Renovated,,0.0,0,0,0,0,0,0,0,0,0,0
Isanshi,12.0,51.0,2.0,1.0,0.0,9.0,162942.0,Newly Constructed,3.0,Newly Renovated,Central Heating,1.0,1,1,0,1,1,1,1,1,1,1
Mukhianshi,15.0,54.0,2.0,1.0,0.0,9.0,168373.0,Newly Constructed,,Green Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Isanshi,4.0,50.0,3.0,2.0,0.0,2.0,156153.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Vakeshi,18.0,162.0,4.0,3.0,0.0,6.0,1303536.0,Old Constructed,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,6.0,51.4,2.0,1.0,0.0,1.0,146105.0,Under Construction,1.0,Green Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,13.0,85.0,3.0,2.0,0.0,2.0,372051.0,Newly Constructed,1.0,Newly Renovated,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,5.0,48.0,2.0,1.0,0.0,1.0,143932.0,Old Constructed,1.0,Old Renovated,Gas Heater,1.0,0,0,0,0,0,0,0,0,0,0
Isanshi,8.0,66.5,3.0,2.0,0.0,7.0,192815.0,Old Constructed,1.0,Newly Renovated,Gas Heater,1.0,0,0,0,0,0,0,0,0,0,0
Isanshi,9.0,58.0,2.0,1.0,0.0,6.0,173262.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Isanshi,16.0,78.0,4.0,2.0,0.0,3.0,211825.0,Old Constructed,1.0,Old Renovated,Gas Heater,1.0,1,1,0,1,0,1,1,0,1,1
Saburtaloze,8.0,35.0,2.0,1.0,0.0,4.0,206393.0,Newly Constructed,1.0,Green Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Mtatsmindaze,2.0,50.0,2.0,1.0,1.0,2.0,198246.0,Newly Constructed,2.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Gldanshi,9.0,50.0,2.0,1.0,0.0,6.0,168373.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,21.0,137.1,4.0,3.0,0.0,20.0,409555.0,Newly Constructed,1.0,,,0.0,0,0,0,0,0,0,0,0,0,0
Ortachalashi,8.0,148.0,5.0,3.0,0.0,4.0,1004809.0,Newly Constructed,,,,1.0,1,1,1,1,1,1,1,1,1,1
Avlabarshi,5.0,103.0,3.0,2.0,0.0,4.0,570297.0,Newly Constructed,1.0,,,1.0,0,0,0,0,0,0,0,0,0,0
Vazisubanshi,10.0,280.0,3.0,2.0,1.0,10.0,507836.0,Under Construction,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Bagebshi,12.0,62.0,2.0,2.0,0.0,2.0,325884.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,9.0,99.6,3.0,2.0,0.0,4.0,243435.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,0,1,1,1,1,0,1,1
Dighomi 1-9-Shi,8.0,56.5,2.0,1.0,0.0,2.0,166019.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,0,1,1,1,1,1,0,0,1
Did Dighomshi,9.0,75.0,3.0,2.0,1.0,9.0,255276.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,8.0,82.5,2.0,,0.0,3.0,560113.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Saburtaloze,9.0,70.0,2.0,1.0,0.0,1.0,211825.0,Newly Constructed,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Nutsubidzis Ferdobze,16.0,55.1,3.0,2.0,0.0,15.0,266139.0,Newly Constructed,3.0,Newly Renovated,Central Heating,1.0,0,1,1,1,1,0,0,0,1,0
Saburtaloze,21.0,51.0,2.0,1.0,0.0,19.0,346252.0,Old Constructed,2.0,Newly Renovated,Central Heating,1.0,0,1,1,1,1,0,0,0,1,0
Chughuretshi,4.0,70.0,3.0,2.0,0.0,2.0,323168.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Saburtaloze,9.0,323.0,8.0,4.0,1.0,9.0,950495.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Gldanshi,9.0,105.0,4.0,3.0,0.0,5.0,298727.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Mesame Masivshi,15.0,53.0,2.0,1.0,0.0,5.0,195530.0,Old Constructed,1.0,Old Renovated,Gas Heater,1.0,1,0,0,0,0,1,1,0,0,1
Varketilshi,16.0,65.0,2.0,1.0,0.0,8.0,257992.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Saburtaloze,5.0,67.0,2.0,1.0,0.0,1.0,266139.0,Old Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,0,1,1,1,1,0,1,1
Saburtaloze,5.0,57.8,2.0,1.0,0.0,4.0,198246.0,Under Construction,1.0,Ongoing Renovation,,0.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,11.0,65.0,2.0,1.0,1.0,11.0,488826.0,Newly Constructed,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Nutsubidzis Ferdobze,16.0,90.0,3.0,2.0,0.0,15.0,271570.0,Newly Constructed,1.0,Green Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,12.0,52.0,2.0,1.0,0.0,4.0,156153.0,Newly Constructed,2.0,Newly Renovated,,1.0,1,1,0,1,1,1,1,1,1,1
Did Dighomshi,13.0,55.8,2.0,1.0,0.0,7.0,145475.0,Newly Constructed,1.0,Newly Renovated,,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,9.0,53.6,2.0,1.0,1.0,9.0,160118.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Krtsanisshi,11.0,110.0,3.0,2.0,1.0,11.0,434512.0,Newly Constructed,1.0,Green Frame,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Didubeshi,15.0,82.2,3.0,2.0,0.0,14.0,393777.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Samgorshi,12.0,70.0,3.0,2.0,0.0,10.0,211825.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,0,1,1,1,0,1,1
Ortachalashi,28.0,48.4,2.0,1.0,0.0,6.0,184016.0,Under Construction,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,5.0,61.0,3.0,2.0,1.0,5.0,207072.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,0,0,1,1,0,1,1
Vakeshi,6.0,135.0,4.0,3.0,0.0,2.0,1031966.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Bagebshi,8.0,69.93,3.0,2.0,0.0,6.0,275368.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,0,0,0,1,1,0,0,1
Saburtaloze,5.0,87.0,3.0,2.0,0.0,2.0,344894.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Saburtaloze,9.0,65.0,2.0,1.0,0.0,1.0,257992.0,Old Constructed,,,,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,8.0,36.0,2.0,1.0,0.0,2.0,154795.0,Under Construction,1.0,,,0.0,0,0,0,0,0,0,0,0,0,0
Didubeshi,9.0,136.0,4.0,3.0,0.0,3.0,543140.0,Newly Constructed,1.0,Green Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Gldanshi,9.0,74.0,3.0,2.0,0.0,8.0,216984.0,Old Constructed,1.0,,,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,12.0,71.0,3.0,2.0,0.0,2.0,162942.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,28.0,191.0,3.0,2.0,0.0,17.0,778048.0,Newly Constructed,3.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Vashlijvarshi,9.0,40.0,1.0,1.0,0.0,3.0,89618.0,Newly Constructed,1.0,Needs Renovation,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,12.0,52.0,2.0,1.0,0.0,11.0,184668.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,1,1,1,1,1,1,1,0,1,1
Vakeshi,21.0,220.0,5.0,4.0,0.0,5.0,1439321.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Fonichalashi,5.0,46.0,2.0,1.0,0.0,2.0,90976.0,Old Constructed,,Old Renovated,Gas Heater,1.0,0,0,0,0,0,0,0,0,0,0
Didubeshi,8.0,48.0,1.0,,0.0,2.0,195530.0,Old Constructed,1.0,Old Renovated,Gas Heater,1.0,0,0,1,0,1,1,0,0,1,0
Vashlijvarshi,15.0,68.0,2.0,1.0,0.0,8.0,285149.0,Newly Constructed,3.0,Newly Renovated,Central Heating,1.0,0,0,1,0,0,0,0,0,0,0
Vazisubanshi,9.0,60.0,2.0,1.0,0.0,5.0,176521.0,Old Constructed,1.0,Old Renovated,Central Heating,1.0,0,1,1,1,1,1,1,0,1,0
Temkaze,14.0,65.0,3.0,2.0,1.0,14.0,171089.0,Newly Constructed,1.0,Old Renovated,Central Heating,1.0,1,1,0,1,1,1,1,0,1,1
Vakeshi,9.0,400.0,7.0,4.0,0.0,8.0,2715700.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Dighmis Masivshi,8.0,107.0,4.0,2.0,0.0,5.0,312306.0,Newly Constructed,,Green Frame,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,,41.8,2.0,,0.0,,107270.0,Newly Constructed,1.0,Green Frame,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,12.0,140.0,4.0,2.0,0.0,8.0,703366.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Mukhianshi,16.0,55.6,2.0,1.0,0.0,6.0,168373.0,Newly Constructed,3.0,Green Frame,Central + Underfloor Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vashlijvarshi,9.0,52.2,2.0,,0.0,7.0,184287.0,Old Constructed,1.0,Newly Renovated,,0.0,0,0,0,0,0,0,0,0,0,0
Vashlijvarshi,14.0,78.0,3.0,2.0,0.0,5.0,309590.0,Old Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,24.0,227.0,4.0,3.0,0.0,14.0,1493635.0,Newly Constructed,3.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,4.0,58.0,3.0,1.0,0.0,2.0,230835.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Varketilshi,9.0,40.0,2.0,1.0,1.0,9.0,127638.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,0,0,1,1,1,1,0,0,1
Saburtaloze,15.0,226.0,7.0,3.0,0.0,4.0,1357850.0,Newly Constructed,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Veraze,11.0,78.0,3.0,1.0,0.0,1.0,361188.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Nadzaladevshi,12.0,41.0,2.0,1.0,1.0,12.0,203678.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Didubeshi,24.0,81.2,3.0,2.0,0.0,8.0,271298.0,Newly Constructed,1.0,Ongoing Renovation,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Isanshi,8.0,34.0,1.0,1.0,0.0,5.0,146648.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,1,0,0,0,0,0,0,1,1
Vakeshi,8.0,120.0,4.0,3.0,0.0,1.0,1004809.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Mesame Masivshi,9.0,41.0,2.0,1.0,0.0,7.0,121663.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Didubeshi,15.0,67.0,3.0,2.0,1.0,15.0,257992.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Isanshi,23.0,88.0,3.0,2.0,0.0,4.0,263423.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Vashlijvarshi,17.0,62.0,2.0,1.0,0.0,3.0,211825.0,Old Constructed,3.0,Needs Renovation,,0.0,0,0,0,0,0,0,0,0,0,0
Isanshi,7.0,55.5,3.0,2.0,0.0,2.0,286371.0,Old Constructed,,Old Renovated,,1.0,1,1,0,0,0,1,1,0,1,1
Saburtaloze,15.0,58.0,2.0,1.0,0.0,3.0,298727.0,Newly Constructed,,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Chughuretshi,3.0,206.0,8.0,,1.0,3.0,951038.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Fonichalashi,8.0,37.0,1.0,1.0,0.0,5.0,95050.0,Newly Constructed,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,18.0,75.0,3.0,2.0,1.0,18.0,380198.0,Newly Constructed,1.0,Black Frame,,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,13.0,62.33,2.0,1.0,1.0,13.0,265324.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,1,0,0,1,0,0,1,1,0
Did Dighomshi,21.0,74.8,3.0,2.0,0.0,12.0,243761.0,Newly Constructed,1.0,Newly Renovated,,1.0,1,1,1,1,1,1,1,0,1,1
Lisze,6.0,64.26,2.0,1.0,0.0,4.0,279217.0,Newly Constructed,1.0,Green Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,9.0,183.0,4.0,3.0,0.0,8.0,1590314.0,Old Constructed,1.0,Old Renovated,Gas Heater,1.0,1,1,0,1,0,1,1,0,0,1
Vakeshi,13.0,83.0,3.0,2.0,0.0,9.0,515983.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,0,1,1,1,0,1,1
Vashlijvarshi,11.0,78.4,3.0,2.0,0.0,5.0,206524.0,Old Constructed,3.0,Old Renovated,,1.0,0,0,1,0,0,0,0,0,0,0
Dighmis Masivshi,8.0,60.0,2.0,1.0,0.0,2.0,900.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Gldanshi,11.0,78.0,3.0,2.0,1.0,11.0,257992.0,Newly Constructed,,Newly Renovated,Central Heating,1.0,1,1,1,1,0,0,1,0,1,1
San. Zonashi,4.0,650.0,10.0,10.0,0.0,1.0,1683734.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Nutsubidzis Ferdobze,15.0,63.4,3.0,2.0,0.0,7.0,285149.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,0,1,1,1,0,0,1
Did Dighomshi,16.0,57.0,3.0,2.0,0.0,8.0,181952.0,Newly Constructed,1.0,Green Frame,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,7.0,90.0,3.0,1.0,0.0,1.0,543140.0,Newly Constructed,1.0,,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,13.0,127.5,5.0,3.0,0.0,4.0,678925.0,Old Constructed,2.0,Old Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,38.0,81.0,3.0,2.0,0.0,26.0,373952.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Dighomi 1-9-Shi,9.0,118.0,4.0,2.0,0.0,1.0,515983.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Did Dighomshi,13.0,75.0,4.0,2.0,0.0,7.0,203678.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,1,1,1,1,0,0,0,1,0
Vakeshi,8.0,87.0,2.0,1.0,0.0,4.0,611033.0,Old Constructed,1.0,Old Renovated,Gas Heater,1.0,1,1,0,1,1,0,1,0,1,1
Vakeshi,15.0,65.0,3.0,2.0,0.0,2.0,312306.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Vakeshi,21.0,54.0,2.0,1.0,0.0,3.0,488826.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,8.0,60.0,2.0,1.0,0.0,4.0,325884.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Did Dighomshi,10.0,54.0,2.0,1.0,0.0,7.0,190099.0,Old Constructed,2.0,Old Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Samgorshi,8.0,75.0,3.0,3.0,0.0,2.0,229477.0,Old Constructed,1.0,Old Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Did Dighomshi,10.0,51.0,2.0,1.0,0.0,6.0,206393.0,Under Construction,1.0,White Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Afrikashi,9.0,89.0,4.0,3.0,0.0,4.0,217256.0,Newly Constructed,1.0,Green Frame,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Vashlijvarshi,12.0,73.0,3.0,2.0,0.0,5.0,230835.0,Newly Constructed,1.0,,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Temkaze,9.0,51.0,3.0,2.0,0.0,8.0,146648.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Saburtaloze,8.0,68.4,2.0,1.0,0.0,5.0,315782.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,1,1,1,1,0,0,0,1,0
Dighmis Masivshi,20.0,94.0,4.0,3.0,0.0,4.0,325884.0,Old Constructed,1.0,Needs Renovation,Central Heating,0.0,1,1,1,1,1,1,1,0,0,1
Vakeshi,22.0,57.0,2.0,1.0,0.0,17.0,472532.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Nadzaladevshi,10.0,61.0,3.0,2.0,1.0,10.0,211825.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,6.0,218.0,5.0,3.0,0.0,5.0,1385007.0,Under Construction,1.0,White Frame,,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,12.0,105.0,4.0,2.0,1.0,12.0,393777.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,0,1,1
Varketilshi,5.0,54.2,3.0,1.0,0.0,4.0,226761.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,12.0,44.6,2.0,1.0,0.0,11.0,176521.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Bagebshi,8.0,61.5,2.0,1.0,0.0,4.0,242173.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,22.0,132.0,3.0,2.0,0.0,10.0,1710891.0,Newly Constructed,1.0,,,0.0,1,1,0,1,1,1,1,0,1,1
Saburtaloze,14.0,78.0,3.0,2.0,0.0,4.0,529562.0,Old Constructed,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,9.0,142.0,3.0,2.0,0.0,5.0,950495.0,Newly Constructed,1.0,Newly Renovated,,0.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,6.0,173.12,5.0,2.0,1.0,6.0,678925.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,12.0,57.0,3.0,2.0,0.0,10.0,226761.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,1,0,0,0,0,0,0,1,0
Veraze,3.0,133.85,4.0,3.0,0.0,1.0,290797.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Isanshi,15.0,78.0,3.0,2.0,0.0,4.0,339463.0,Newly Constructed,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Gldanshi,16.0,51.0,3.0,2.0,0.0,4.0,209109.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,16.0,54.0,2.0,1.0,0.0,12.0,249301.0,Newly Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vakeshi,17.0,125.7,4.0,2.0,1.0,17.0,1045545.0,Newly Constructed,1.0,Newly Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Avlabarshi,15.0,65.0,2.0,1.0,0.0,2.0,304158.0,Newly Constructed,1.0,Black Frame,,0.0,0,0,0,0,0,0,0,0,0,0
Dighomi 1-9-Shi,9.0,118.0,4.0,3.0,0.0,1.0,515983.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,0,0,0,0,0,0,0,0
Did Dighomshi,7.0,57.0,2.0,1.0,0.0,2.0,210467.0,Old Constructed,1.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Vashlijvarshi,5.0,100.0,4.0,3.0,0.0,4.0,230835.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Did Dighomshi,15.0,43.0,2.0,1.0,0.0,5.0,95050.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,1,1,1,1,1,1,1,1,1,1
Isanshi,12.0,40.0,2.0,1.0,0.0,10.0,225403.0,Newly Constructed,1.0,Old Renovated,Central + Underfloor Heating,1.0,0,0,0,0,0,0,0,0,0,0
Mtatsmindaze,4.0,65.0,2.0,1.0,0.0,2.0,285149.0,Old Constructed,2.0,Old Renovated,,1.0,0,0,0,0,0,0,0,0,0,0
Saburtaloze,13.0,65.95,3.0,2.0,1.0,13.0,429081.0,Newly Constructed,2.0,Newly Renovated,Central Heating,1.0,0,0,0,0,0,0,0,0,0,0
Avlabarshi,12.0,84.0,3.0,1.0,0.0,4.0,339463.0,Newly Constructed,1.0,Newly Renovated,Central Heating,0.0,0,0,1,0,0,0,0,0,0,0
